First process instance # in stats,1
Last process instance # in stats,300

Resource utilization
Resource,Utilization %
Requester,sid-7164F236-B542-4330-925E-EC46CBB0C6DD,0
Purchasing Agent,sid-F4F439F3-E5D2-4FCB-BC12-17BC37948345,28
R. Manager,sid-2739E387-D276-474F-BD14-4B087ACBA37D,0
F. Manager,sid-1728AAE3-F569-47F5-AF58-98B7A536F6DC,2
Supplier,sid-F606D460-1446-4401-A5B9-9721CBD78A2E,33

Individual task statistics
Name,Avg duration,Min duration,Max duration,Total duration,Avg waiting time,Min waiting time,Max waiting time,Total waiting time,Avg idle time,Min idle time,Max idle time,Total idle time,Avg cost,Min cost,Max cost,Total cost,Avg cost over thresh,Min cost over thresh,Max cost over thresh,Total cost over thresh,Avg duration over thresh,Min duration over thresh,Max duration over thresh,Total duration over thresh,Count,
Amend Purchase Requisition,sid-A8BC91FD-9CBD-4973-85CD-F07C707A190C.node-b6d3e031-a8c8-4d78-8c6c-d56f094a5e97,1639.3292222222221,1382.142,1915.375,14753.963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5536922839506175,3.8392833333333334,5.320486111111111,40.98323055555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
Amend Request for Quotation Requester,sid-A8BC91FD-9CBD-4973-85CD-F07C707A190C.node-f5d2134d-d628-41a4-a7b2-8f2d5eea8d20,597.1637823834195,302.536,898.504,115252.60999999996,0.0,0.0,0.0,0.0,895.3367875647668,0.0,57600.0,172800.0,2.3223035981577427,1.176528888888889,3.4941822222222223,448.2045944444443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193
Amend Request for Quotation Requester Manager,sid-A8BC91FD-9CBD-4973-85CD-F07C707A190C.node-f86e24d1-a520-415a-ac1c-a1a6d512844b,1081.2128108108109,731.605,1551.711,40004.874,0.0,0.0,0.0,0.0,3113.5135135135133,0.0,57600.0,115200.0,4.204716486486486,2.845130555555556,6.034431666666667,155.57450999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37
Analyze Purchase Requisition,sid-A8BC91FD-9CBD-4973-85CD-F07C707A190C.node-66d7a444-67f1-43b9-9d15-b23a733a8a73,384.7147637362635,309.251,461.032,70018.08699999996,0.0,0.0,0.0,0.0,7413.746945054946,0.0,230286.899,1349301.9440000001,1.4961129700854707,1.2026427777777775,1.792902222222222,272.29256055555567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182
Analyze Quotation comparison Map,sid-A8BC91FD-9CBD-4973-85CD-F07C707A190C.node-ef8b939d-d684-4010-9098-bf9dfd9e7e65,1242.4196133333337,363.102,2024.901,372725.8840000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.451165592592591,1.0086166666666665,5.624725000000001,1035.3496777777773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300
Analyze Request for Quotation,sid-A8BC91FD-9CBD-4973-85CD-F07C707A190C.node-f7df6a98-4097-42a7-b5c1-af3344ae65d1,1355.7867245283028,106.14,3115.457,718566.9640000005,0.0,0.0,0.0,0.0,7112.599854716979,0.0,230400.0,3769677.922999999,4.519289081761014,0.3538,10.384856666666666,2395.2232133333373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530
Approve Purchase Order for payment,sid-A8BC91FD-9CBD-4973-85CD-F07C707A190C.node-e11184c4-c6fa-441e-99f3-56c0d9bf4c2e,60.0,60.0,60.0,18000.0,0.0,0.0,0.0,0.0,767.8072166666667,0.0,230342.165,230342.165,0.20000000000000104,0.2,0.2,60.00000000000031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300
Authorize Supplier's Invoice payment,sid-A8BC91FD-9CBD-4973-85CD-F07C707A190C.node-a7a530aa-a79c-4865-9ebd-e46f3b8a4e73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300
Choose best option,sid-A8BC91FD-9CBD-4973-85CD-F07C707A190C.node-ae5bdc0e-40e9-4057-bdba-c0f1119097f3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300
Confirm Purchase Order,sid-A8BC91FD-9CBD-4973-85CD-F07C707A190C.node-6a64263d-78d1-4fa8-8029-03427bf2ae52,1257.3068699999997,1193.347,1487.244,377192.0609999999,0.0,0.0,0.0,0.0,2112.0,0.0,230400.0,633600.0,4.191022900000002,3.9778233333333337,4.95748,1257.3068700000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300
Create Purchase Order,sid-A8BC91FD-9CBD-4973-85CD-F07C707A190C.node-4225606f-8187-45aa-928e-b9ebb228e30a,581.4201899999998,363.814,779.84,174426.05699999994,0.0,0.0,0.0,0.0,1152.0,0.0,230400.0,345600.0,1.9380673000000013,1.2127133333333333,2.599466666666667,581.4201900000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300
Create Purchase Requisition,sid-A8BC91FD-9CBD-4973-85CD-F07C707A190C.node-7fbc3a26-ca8c-4b5d-8a9c-9dc0beb891d8,1843.6766566666674,307.029,3419.549,553102.9970000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1213240462962935,0.8528583333333333,9.498747222222221,1536.397213888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300
Create Quotation comparison Map,sid-A8BC91FD-9CBD-4973-85CD-F07C707A190C.node-8196c870-f6ad-4d94-8ccd-366389ade637,12365.50223,2318.13,21780.149000000005,3709650.669,0.0,0.0,0.0,0.0,37824.0,0.0,230400.0,1.13472E7,41.218340766666664,7.7271,72.60049666666667,12365.50223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300
Create Request for Quotation Requester,sid-A8BC91FD-9CBD-4973-85CD-F07C707A190C.node-81ebfe80-7496-4ebc-af38-c88368648836,597.2254881889764,248.943,925.078,75847.637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6589596894138228,0.6915083333333334,2.569661111111111,210.6878805555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127
Create Request for Quotation Requester Manager,sid-A8BC91FD-9CBD-4973-85CD-F07C707A190C.node-5fe773f2-7400-4471-849f-baedad610c23,117.89847398843932,60.148,177.896,20396.436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45849406551059746,0.2339088888888889,0.6918177777777778,79.31947333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173
Deliver Goods Services,sid-A8BC91FD-9CBD-4973-85CD-F07C707A190C.node-6c8693e6-feaf-4daf-b84b-7ee9f86d6c0f,100044.05219666671,11343.361,176499.777,3.0013215659000013E7,0.0,0.0,0.0,0.0,326016.0,0.0,691200.0,9.78048E7,333.4801739888888,37.81120333333333,588.33259,100044.05219666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300
EVENT 1 START,sid-A8BC91FD-9CBD-4973-85CD-F07C707A190C.node-84f6895b-601a-49a5-a3b8-349945f06a60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300
EVENT 14 END,sid-A8BC91FD-9CBD-4973-85CD-F07C707A190C.node-fd4920c3-a378-417c-97bd-2e0fa9dccb83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300
GATEWAY 15 XOR,sid-A8BC91FD-9CBD-4973-85CD-F07C707A190C.node-9e4212fe-451f-44d2-a5e0-2f7877628ec2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182
GATEWAY 17 XOR,sid-A8BC91FD-9CBD-4973-85CD-F07C707A190C.node-866ae0e3-da5e-4701-85d5-cd375fdb59cd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182
GATEWAY 19 XOR,sid-A8BC91FD-9CBD-4973-85CD-F07C707A190C.node-88f20a19-35b7-4da3-88a7-172809430664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530
GATEWAY 26 XOR,sid-A8BC91FD-9CBD-4973-85CD-F07C707A190C.node-d0404f5f-37a4-4190-8b64-94201a806d42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530
